"","lsoa","2004","2015","change_prop_id"
"40","E01033748",0.372900494108381,0.07,-0.302900494108381
"41","E01012891",0.654982895082853,0.354,-0.300982895082853
"42","E01033407",0.374263320793696,0.075,-0.299263320793696
"43","E01005105",0.574003481151717,0.276,-0.298003481151717
"44","E01010473",0.696928530600562,0.399,-0.297928530600562
"45","E01011105",0.580832347656665,0.283,-0.297832347656665
"46","E01010065",0.588818134315738,0.294,-0.294818134315738
"47","E01033692",0.531883128762919,0.238,-0.293883128762919
"48","E01033033",0.354144575114828,0.061,-0.293144575114828
"49","E01032774",0.497969165590309,0.209,-0.288969165590309
"50","E01033624",0.536238013042261,0.248,-0.288238013042261
"51","E01033565",0.353200764462294,0.066,-0.287200764462294
"52","E01033728",0.338061049035202,0.051,-0.287061049035202
"53","E01005062",0.43470879309027,0.152,-0.28270879309027
"54","E01033276",0.282436754311893,0.006,-0.276436754311893
"55","E01033403",0.374263320793696,0.099,-0.275263320793696
"56","E01032647",0.301781153302122,0.027,-0.274781153302122
"57","E01033402",0.374263320793696,0.101,-0.273263320793696
"58","E01005147",0.639758725543644,0.367,-0.272758725543644
"59","E01033395",0.300234505050096,0.03,-0.270234505050096
"60","E01012239",0.511076585256012,0.241,-0.270076585256012
"61","E01033268",0.43593604090728,0.167,-0.26893604090728
"62","E01033264",0.282436754311893,0.017,-0.265436754311893
"63","E01004310",0.523027666972657,0.26,-0.263027666972657
"64","E01006751",0.553322039355219,0.291,-0.262322039355219
"65","E01009378",0.53905253989276,0.278,-0.26105253989276
"66","E01033757",0.437826126931212,0.177,-0.260826126931212
"67","E01033366",0.687619530413721,0.428,-0.259619530413721
"68","E01033223",0.390458162254079,0.132,-0.258458162254079
"69","E01010485",0.707291434070491,0.45,-0.257291434070491
"70","E01033261",0.282436754311893,0.027,-0.255436754311893
"71","E01033605",0.642702591660426,0.388,-0.254702591660426
"72","E01033619",0.353200764462294,0.1,-0.253200764462294
"73","E01033756",0.292609466351438,0.04,-0.252609466351438
"74","E01001815",0.544767988590109,0.293,-0.251767988590109
"75","E01033761",0.292609466351438,0.041,-0.251609466351438
"76","E01009611",0.627606905075412,0.376,-0.251606905075412
"77","E01033262",0.282436754311893,0.031,-0.251436754311893
"78","E01013940",0.577004933679607,0.328,-0.249004933679607
"79","E01033582",0.303777271236484,0.056,-0.247777271236484
"80","E01033543",0.272542357058887,0.027,-0.245542357058887
"81","E01008258",0.498654967443875,0.254,-0.244654967443875
"82","E01033083",0.292648327839922,0.048,-0.244648327839922
"83","E01002029",0.478243609445396,0.234,-0.244243609445396
"84","E01008114",0.445735562470303,0.202,-0.243735562470303
"85","E01004319",0.551327980670064,0.308,-0.243327980670064
"86","E01033085",0.441042990772031,0.199,-0.242042990772031
"87","E01008449",0.46159702957263,0.222,-0.23959702957263
"88","E01033567",0.263596799496262,0.025,-0.238596799496262
"89","E01033342",0.304348835197563,0.067,-0.237348835197563
"90","E01008166",0.523614186901366,0.288,-0.235614186901366
"91","E01013755",0.630677423646973,0.396,-0.234677423646973
"92","E01013573",0.587610978969818,0.354,-0.233610978969818
"93","E01005108",0.633768059266084,0.401,-0.232768059266084
"94","E01033579",0.317755803056883,0.085,-0.232755803056883
"95","E01004722",0.598735316619704,0.367,-0.231735316619704
"96","E01033707",0.448933130445423,0.22,-0.228933130445423
"97","E01033358",0.594693811322887,0.366,-0.228693811322887
"98","E01033630",0.434351091089691,0.206,-0.228351091089691
"99","E01033381",0.376859816865332,0.151,-0.225859816865332
"100","E01033602",0.628602615004594,0.404,-0.224602615004594
"101","E01033699",0.397472418098037,0.173,-0.224472418098037
"102","E01005609",0.529013316468191,0.308,-0.221013316468191
"103","E01003617",0.388830138682089,0.168,-0.220830138682089
"104","E01033032",0.337158060832844,0.117,-0.220158060832844
"105","E01008377",0.490490057988273,0.271,-0.219490057988273
"106","E01033668",0.438751482468941,0.22,-0.218751482468941
"107","E01005614",0.373203877197393,0.155,-0.218203877197393
"108","E01014653",0.666276699633893,0.449,-0.217276699633893
"109","E01010063",0.701837412767319,0.485,-0.216837412767319
"110","E01001594",0.524733194538984,0.309,-0.215733194538984
"111","E01033615",0.263596799496262,0.048,-0.215596799496262
"112","E01005243",0.655036460694267,0.44,-0.215036460694267
"113","E01004721",0.549669999291427,0.336,-0.213669999291427
"114","E01004309",0.536543655130693,0.323,-0.213543655130693
"115","E01009638",0.735736875805314,0.523,-0.212736875805314
"116","E01033031",0.426431452074875,0.214,-0.212431452074875
"117","E01001752",0.400330302259854,0.188,-0.212330302259854
"118","E01007128",0.696039657212901,0.484,-0.212039657212901
"119","E01006648",0.511797998499905,0.302,-0.209797998499905
"120","E01006679",0.727722352400536,0.518,-0.209722352400536
"121","E01033735",0.395684733262725,0.186,-0.209684733262725
"122","E01003609",0.451338594649073,0.242,-0.209338594649073
"123","E01033704",0.335306598135906,0.126,-0.209306598135906
"124","E01002003",0.470207437870517,0.261,-0.209207437870517
"125","E01004302",0.480179062797574,0.271,-0.209179062797574
"126","E01004005",0.520265330945265,0.312,-0.208265330945265
"127","E01032772",0.497969165590309,0.29,-0.207969165590309
"128","E01005208",0.385395911512914,0.178,-0.207395911512914
"129","E01009345",0.587156913068891,0.38,-0.207156913068891
"130","E01033325",0.264806950082595,0.058,-0.206806950082595
"131","E01033557",0.263596799496262,0.057,-0.206596799496262
"132","E01003511",0.537926576888314,0.332,-0.205926576888314
"133","E01033492",0.300864344202355,0.095,-0.205864344202355
"134","E01033625",0.221725970800559,0.016,-0.205725970800559
"135","E01033553",0.257972457751464,0.053,-0.204972457751464
"136","E01033272",0.435327866547407,0.231,-0.204327866547407
"137","E01005196",0.56196479219298,0.358,-0.20396479219298
"138","E01033070",0.276561422338177,0.073,-0.203561422338177
"139","E01001703",0.523558787106604,0.32,-0.203558787106604
"140","E01033700",0.397472418098037,0.195,-0.202472418098037
"141","E01033269",0.651106955438123,0.452,-0.199106955438123
"142","E01033674",0.38970103694394,0.191,-0.19870103694394
"143","E01033409",0.299581006522668,0.101,-0.198581006522668
"144","E01033589",0.286535817238508,0.088,-0.198535817238508
"145","E01033693",0.531883128762919,0.334,-0.197883128762919
"146","E01033598",0.642702591660426,0.445,-0.197702591660426
"147","E01006778",0.639976600497323,0.443,-0.196976600497323
"148","E01008380",0.718801889863675,0.522,-0.196801889863675
"149","E01033713",0.412159444901632,0.216,-0.196159444901632
"150","E01033652",0.345832994252689,0.15,-0.195832994252689
"151","E01008291",0.691396057814389,0.496,-0.195396057814389
"152","E01032533",0.240255931514463,0.046,-0.194255931514463
"153","E01008013",0.540855128862132,0.347,-0.193855128862132
"154","E01008425",0.581735139706546,0.389,-0.192735139706546
"155","E01001979",0.50364183534663,0.311,-0.19264183534663
"156","E01004219",0.460471873092535,0.269,-0.191471873092535
"157","E01001361",0.428445540766374,0.237,-0.191445540766374
"158","E01033435",0.288409746011693,0.097,-0.191409746011693
"159","E01008439",0.630308139832257,0.439,-0.191308139832257
"160","E01005107",0.566206597098203,0.375,-0.191206597098203
"161","E01005612",0.585160577681149,0.394,-0.191160577681149
"162","E01032745",0.309667228650754,0.119,-0.190667228650754
"163","E01032831",0.245593269483333,0.055,-0.190593269483333
"164","E01006515",0.61632385305885,0.426,-0.19032385305885
"165","E01004306",0.4199834302595,0.231,-0.1889834302595
"166","E01009488",0.620778139032861,0.432,-0.188778139032861
"167","E01002697",0.418949754921951,0.231,-0.187949754921951
"168","E01014568",0.456216994710178,0.269,-0.187216994710178
"169","E01007120",0.476974648881497,0.291,-0.185974648881497
"170","E01008396",0.390425555157052,0.205,-0.185425555157052
"171","E01033434",0.252300351924527,0.068,-0.184300351924527
"172","E01002045",0.423024958025822,0.239,-0.184024958025822
"173","E01006748",0.375195897131808,0.192,-0.183195897131808
"174","E01033742",0.298878613818896,0.118,-0.180878613818896
"175","E01033398",0.40670469676327,0.226,-0.18070469676327
"176","E01033691",0.489298024261238,0.309,-0.180298024261238
"177","E01008462",0.377697670894623,0.198,-0.179697670894623
"178","E01005615",0.483342604858371,0.304,-0.179342604858371
"179","E01032657",0.28199939358354,0.103,-0.17899939358354
"180","E01011429",0.566701137677479,0.388,-0.178701137677479
"181","E01033753",0.202657872318545,0.024,-0.178657872318545
"182","E01009047",0.504977956580797,0.327,-0.177977956580797
"183","E01033622",0.221725970800559,0.044,-0.177725970800559
"184","E01002081",0.530305105439795,0.353,-0.177305105439795
"185","E01004274",0.461789631451932,0.285,-0.176789631451932
"186","E01033752",0.202657872318545,0.026,-0.176657872318545
"187","E01012318",0.480257310391292,0.304,-0.176257310391292
"188","E01033760",0.202657872318545,0.027,-0.175657872318545
"189","E01011360",0.513235083550782,0.338,-0.175235083550782
"190","E01033124",0.340165309123931,0.165,-0.175165309123931
"191","E01009365",0.654474272836619,0.48,-0.174474272836619
"192","E01018484",0.44610370827872,0.272,-0.17410370827872
"193","E01033604",0.450016733334346,0.276,-0.174016733334346
"194","E01003500",0.434014109270186,0.26,-0.174014109270186
"195","E01002720",0.526985417355932,0.353,-0.173985417355932
"196","E01003251",0.407922685605655,0.234,-0.173922685605655
"197","E01033000",0.442889111664535,0.269,-0.173889111664535
"198","E01005213",0.534880871837056,0.361,-0.173880871837056
"199","E01013920",0.490438919431187,0.317,-0.173438919431187
"200","E01004670",0.63246406704055,0.46,-0.17246406704055
"201","E01013486",0.527978852995436,0.356,-0.171978852995436
"202","E01002038",0.497893772788335,0.326,-0.171893772788335
"203","E01013748",0.56575009915024,0.394,-0.17175009915024
"204","E01033084",0.292648327839922,0.121,-0.171648327839922
"205","E01033585",0.471538924238657,0.3,-0.171538924238657
"206","E01000863",0.366431665759785,0.195,-0.171431665759785
"207","E01007290",0.591861987813282,0.421,-0.170861987813282
"208","E01001777",0.377118564521445,0.207,-0.170118564521445
"209","E01004250",0.548061965065868,0.378,-0.170061965065868
"210","E01004255",0.466363823015507,0.297,-0.169363823015507
"211","E01002077",0.460108668396697,0.291,-0.169108668396697
"212","E01003491",0.377015576967787,0.208,-0.169015576967787
"213","E01001827",0.454950700627324,0.286,-0.168950700627324
"214","E01021288",0.500874154605788,0.332,-0.168874154605788
"215","E01005240",0.57275762594627,0.404,-0.16875762594627
"216","E01009151",0.444692107883865,0.276,-0.168692107883865
"217","E01033488",0.406548266005303,0.238,-0.168548266005303
"218","E01006646",0.575012656693982,0.407,-0.168012656693982
"219","E01033545",0.272542357058887,0.105,-0.167542357058887
"220","E01033002",0.369436028619069,0.202,-0.167436028619069
"221","E01001830",0.416409272348661,0.249,-0.167409272348661
"222","E01032542",0.490016666344614,0.323,-0.167016666344614
"223","E01032764",0.378879764406171,0.212,-0.166879764406171
"224","E01006495",0.544868746870331,0.378,-0.166868746870331
"225","E01005081",0.492208145641779,0.326,-0.166208145641779
"226","E01004313",0.415753772052191,0.25,-0.165753772052191
"227","E01004012",0.407369744186861,0.242,-0.165369744186861
"228","E01005201",0.515104499928334,0.35,-0.165104499928334
"229","E01000126",0.446073121363851,0.281,-0.165073121363851
"230","E01025528",0.530762618482164,0.366,-0.164762618482164
"231","E01000926",0.355703293012756,0.191,-0.164703293012756
"232","E01004698",0.259701619844277,0.095,-0.164701619844277
"233","E01013754",0.602436562665771,0.438,-0.164436562665771
"234","E01003587",0.384140111015704,0.22,-0.164140111015704
"235","E01000958",0.433121332655798,0.269,-0.164121332655798
"236","E01004317",0.36697762743093,0.203,-0.16397762743093
"237","E01012268",0.50932584608665,0.346,-0.16332584608665
"238","E01006351",0.544086535767367,0.381,-0.163086535767367
"239","E01008911",0.610173133730786,0.448,-0.162173133730786
"240","E01009641",0.371013077823548,0.209,-0.162013077823548
"241","E01007295",0.543541725112964,0.382,-0.161541725112964
"242","E01032915",0.520460316718226,0.359,-0.161460316718226
"243","E01002075",0.436324681091417,0.275,-0.161324681091417
"244","E01001809",0.296287923485733,0.135,-0.161287923485733
"245","E01008331",0.57714258299507,0.416,-0.16114258299507
"246","E01033583",0.325082599622996,0.164,-0.161082599622996
"247","E01008305",0.611780657782752,0.451,-0.160780657782752
"248","E01011426",0.496320445335308,0.336,-0.160320445335308
"249","E01014255",0.466900278196383,0.307,-0.159900278196383
"250","E01033768",0.437826126931212,0.278,-0.159826126931212
"251","E01002054",0.466742684080557,0.307,-0.159742684080557
"252","E01010732",0.545118281160065,0.386,-0.159118281160065
"253","E01007130",0.42982505111695,0.271,-0.15882505111695
"254","E01033620",0.221725970800559,0.063,-0.158725970800559
"255","E01005234",0.463439864796331,0.305,-0.158439864796331
"256","E01005244",0.362301587766515,0.204,-0.158301587766515
"257","E01005228",0.617046054579563,0.459,-0.158046054579563
"258","E01009358",0.528872281853786,0.371,-0.157872281853786
"259","E01006746",0.497580373962301,0.34,-0.157580373962301
"260","E01009612",0.502443487711594,0.345,-0.157443487711594
"261","E01025292",0.275831059113573,0.119,-0.156831059113573
"262","E01006447",0.566637804801562,0.41,-0.156637804801562
"263","E01003524",0.358332824182988,0.202,-0.156332824182988
"264","E01033505",0.235966282089905,0.08,-0.155966282089905
"265","E01032784",0.378879764406171,0.223,-0.155879764406171
"266","E01014489",0.375601260694327,0.22,-0.155601260694327
"267","E01033639",0.483534677328772,0.328,-0.155534677328772
"268","E01001764",0.376400759597089,0.221,-0.155400759597089
"269","E01002055",0.285281573608099,0.13,-0.155281573608099
"270","E01003175",0.424175433522256,0.269,-0.155175433522256
"271","E01033485",0.416531725964486,0.262,-0.154531725964486
"272","E01008068",0.355357137210397,0.201,-0.154357137210397
"273","E01004169",0.296267988757264,0.142,-0.154267988757264
"274","E01013960",0.556239594642559,0.402,-0.154239594642559
"275","E01002604",0.451478206229285,0.298,-0.153478206229285
"276","E01004038",0.353472016541888,0.2,-0.153472016541888
"277","E01033217",0.465432154593262,0.312,-0.153432154593262
"278","E01001724",0.310249869480694,0.157,-0.153249869480694
"279","E01006676",0.651204959391638,0.498,-0.153204959391638
"280","E01007292",0.587499110475772,0.435,-0.152499110475772
"281","E01000373",0.438457555420372,0.286,-0.152457555420372
"282","E01012642",0.441432195096059,0.289,-0.152432195096059
"283","E01006598",0.602176665321396,0.45,-0.152176665321396
"284","E01006560",0.599016311494719,0.447,-0.152016311494719
"285","E01005482",0.659750218380692,0.508,-0.151750218380692
"286","E01033387",0.248681625913332,0.097,-0.151681625913332
"287","E01009192",0.465545062665259,0.314,-0.151545062665259
"288","E01001244",0.380507081024753,0.229,-0.151507081024753
"289","E01002101",0.305423759348744,0.154,-0.151423759348744
"290","E01008178",0.343316669386241,0.192,-0.151316669386241
"291","E01006445",0.57327476966706,0.422,-0.15127476966706
"292","E01010621",0.429749286836536,0.279,-0.150749286836536
"293","E01006747",0.248644925927579,0.098,-0.150644925927579
"294","E01008639",0.398303893781231,0.248,-0.150303893781231
"295","E01032746",0.175145030773373,0.025,-0.150145030773373
"296","E01033580",0.183058956250977,0.033,-0.150058956250977
"297","E01004236",0.5210470739174,0.371,-0.1500470739174
"298","E01008332",0.59993444306688,0.45,-0.14993444306688
"299","E01008399",0.538491043860834,0.389,-0.149491043860834
"300","E01015604",0.441183498922804,0.292,-0.149183498922804
"301","E01011357",0.558816103932745,0.41,-0.148816103932745
"302","E01005210",0.283682988989369,0.135,-0.148682988989369
"303","E01033710",0.374604892072182,0.226,-0.148604892072182
"304","E01000154",0.404473391962818,0.256,-0.148473391962818
"305","E01010821",0.53518476866197,0.387,-0.14818476866197
"306","E01010617",0.53604201452412,0.388,-0.14804201452412
"307","E01005106",0.513982658511823,0.366,-0.147982658511823
"308","E01033680",0.362971633703019,0.215,-0.147971633703019
"309","E01000010",0.344735337600417,0.197,-0.147735337600417
"310","E01007162",0.511716952353813,0.364,-0.147716952353813
"311","E01010606",0.517698486461698,0.37,-0.147698486461698
"312","E01010624",0.472425129966696,0.325,-0.147425129966696
"313","E01009194",0.49937662546696,0.352,-0.14737662546696
"314","E01007126",0.593265354613568,0.446,-0.147265354613568
"315","E01033703",0.412159444901632,0.265,-0.147159444901632
"316","E01013942",0.483078219499298,0.336,-0.147078219499298
"317","E01033132",0.291805111613529,0.145,-0.146805111613529
"318","E01001640",0.385618676075859,0.239,-0.146618676075859
"319","E01010053",0.520899959952468,0.375,-0.145899959952468
"320","E01003581",0.347897192774169,0.202,-0.145897192774169
"321","E01033657",0.345832994252689,0.2,-0.145832994252689
"322","E01003480",0.29480794091933,0.149,-0.14580794091933
"323","E01007328",0.400635025118934,0.255,-0.145635025118934
"324","E01003092",0.444482191242789,0.299,-0.145482191242789
"325","E01007269",0.496399320937646,0.351,-0.145399320937646
"326","E01005667",0.552228045937007,0.407,-0.145228045937007
"327","E01001702",0.481590537343187,0.337,-0.144590537343187
"328","E01032493",0.20438470586593,0.06,-0.14438470586593
"329","E01000434",0.406348564616602,0.262,-0.144348564616602
"330","E01033584",0.495318774396621,0.351,-0.144318774396621
"331","E01009059",0.552196730728899,0.408,-0.144196730728899
"332","E01003531",0.347172884550211,0.203,-0.144172884550211
"333","E01002034",0.494080158026528,0.35,-0.144080158026528
"334","E01006740",0.502968459196728,0.359,-0.143968459196728
"335","E01001832",0.307704901864359,0.164,-0.143704901864359
"336","E01002072",0.396092283963729,0.253,-0.143092283963729
"337","E01033493",0.180614369231683,0.038,-0.142614369231683
"338","E01033486",0.406548266005303,0.264,-0.142548266005303
"339","E01003187",0.433375771425928,0.291,-0.142375771425928
"340","E01028281",0.447365992355858,0.305,-0.142365992355858
"341","E01033208",0.267269284796234,0.125,-0.142269284796234
"342","E01004718",0.38514910519935,0.243,-0.14214910519935
"343","E01033727",0.338061049035202,0.196,-0.142061049035202
"344","E01009056",0.43494890544569,0.293,-0.14194890544569
"345","E01010428",0.440794681840887,0.299,-0.141794681840887
"346","E01001833",0.386656525092623,0.245,-0.141656525092623
"347","E01007048",0.512517143510278,0.371,-0.141517143510278
"348","E01005326",0.408211285334892,0.267,-0.141211285334892
"349","E01033547",0.562058643498031,0.421,-0.141058643498031
"350","E01003530",0.310933061750409,0.17,-0.140933061750409
"351","E01001840",0.446871316869546,0.306,-0.140871316869546
"352","E01033369",0.505697766164099,0.365,-0.140697766164099
"353","E01033399",0.299581006522668,0.159,-0.140581006522668
"354","E01009703",0.306494785930479,0.166,-0.140494785930479
"355","E01003561",0.298233037158779,0.158,-0.140233037158779
"356","E01004008",0.445165050175011,0.305,-0.140165050175011
"357","E01012579",0.391114379311523,0.251,-0.140114379311523
"358","E01001747",0.334048030283763,0.194,-0.140048030283763
"359","E01003549",0.30597248300428,0.166,-0.13997248300428
"360","E01001595",0.331637242459487,0.192,-0.139637242459487
"361","E01032775",0.202510283581348,0.063,-0.139510283581348
"362","E01033259",0.205447492466425,0.066,-0.139447492466425
"363","E01033664",0.152190004349684,0.013,-0.139190004349684
"364","E01033397",0.40670469676327,0.268,-0.13870469676327
"365","E01033675",0.38970103694394,0.251,-0.13870103694394
"366","E01033074",0.430528905060516,0.292,-0.138528905060516
"367","E01013812",0.518489176097495,0.38,-0.138489176097495
"368","E01009203",0.616460464255678,0.478,-0.138460464255678
"369","E01003564",0.340351072614213,0.202,-0.138351072614213
"370","E01010843",0.526182245513265,0.388,-0.138182245513265
"371","E01004215",0.350101469843314,0.212,-0.138101469843314
"372","E01009635",0.255094312261218,0.117,-0.138094312261218
"373","E01033101",0.17707813409872,0.039,-0.13807813409872
"374","E01001080",0.480782667243543,0.343,-0.137782667243543
"375","E01003532",0.313687533110408,0.176,-0.137687533110408
"376","E01002069",0.415678861138036,0.278,-0.137678861138036
"377","E01013947",0.374431960310217,0.237,-0.137431960310217
"378","E01002766",0.399366063248035,0.262,-0.137366063248035
"379","E01025283",0.527127493404851,0.39,-0.137127493404851
"380","E01033603",0.450016733334346,0.313,-0.137016733334346
"381","E01002046",0.407787027634078,0.271,-0.136787027634078
"382","E01033754",0.292609466351438,0.156,-0.136609466351438
"383","E01001970",0.383405657427678,0.247,-0.136405657427678
"384","E01033659",0.152190004349684,0.016,-0.136190004349684
"385","E01009347",0.550138633674586,0.414,-0.136138633674586
"386","E01006722",0.310021395582341,0.174,-0.136021395582341
"387","E01004202",0.355014759825063,0.219,-0.136014759825063
"388","E01008909",0.50492897587067,0.369,-0.13592897587067
"389","E01033647",0.396784228815227,0.261,-0.135784228815227
"390","E01006599",0.559375954048363,0.424,-0.135375954048363
"391","E01004261",0.308247112831404,0.173,-0.135247112831404
"392","E01033274",0.151217361549898,0.016,-0.135217361549898
"393","E01033708",0.193177027239508,0.058,-0.135177027239508
"394","E01006638",0.586550528133566,0.452,-0.134550528133566
"395","E01015599",0.383382251914251,0.249,-0.134382251914251
"396","E01033719",0.160293261346355,0.026,-0.134293261346355
"397","E01033711",0.24018288158025,0.106,-0.13418288158025
"398","E01007318",0.464109744080925,0.33,-0.134109744080925
"399","E01001712",0.395958820618147,0.262,-0.133958820618147
"400","E01007648",0.463944455997173,0.33,-0.133944455997173
"401","E01009359",0.452838065713826,0.319,-0.133838065713826
"402","E01004678",0.379634110532251,0.246,-0.133634110532251
"403","E01033359",0.3475921610308,0.214,-0.1335921610308
"404","E01001756",0.241535357531558,0.108,-0.133535357531558
"405","E01033455",0.416531725964486,0.283,-0.133531725964486
"406","E01032639",0.260509206443536,0.127,-0.133509206443536
"407","E01007206",0.331461974572754,0.198,-0.133461974572754
"408","E01001775",0.433409899287536,0.3,-0.133409899287536
"409","E01012195",0.589333444215409,0.456,-0.133333444215409
"410","E01033400",0.374263320793696,0.241,-0.133263320793696
"411","E01000956",0.398210401435678,0.265,-0.133210401435678
"412","E01001748",0.338032918117703,0.205,-0.133032918117703
"413","E01008095",0.333945800022908,0.201,-0.132945800022908
"414","E01026662",0.425939186242246,0.293,-0.132939186242246
"415","E01002731",0.298924779308284,0.166,-0.132924779308284
"416","E01032685",0.153849060132326,0.021,-0.132849060132326
"417","E01033500",0.180774242928691,0.048,-0.132774242928691
"418","E01033726",0.403716054144437,0.271,-0.132716054144437
"419","E01010842",0.540521248286125,0.408,-0.132521248286125
"420","E01003591",0.372479486988683,0.24,-0.132479486988683
"421","E01001794",0.32031063266434,0.188,-0.13231063266434
"422","E01003569",0.329131975837189,0.197,-0.132131975837189
"423","E01033173",0.183114332072496,0.051,-0.132114332072496
"424","E01033522",0.235966282089905,0.104,-0.131966282089905
"425","E01004294",0.290846244495955,0.159,-0.131846244495955
"426","E01003506",0.437839458941026,0.306,-0.131839458941026
"427","E01008995",0.581743806233474,0.45,-0.131743806233474
"428","E01001723",0.279677129649259,0.148,-0.131677129649259
"429","E01003174",0.459669476772858,0.328,-0.131669476772858
"430","E01013330",0.378525011557667,0.247,-0.131525011557667
"431","E01002094",0.478247911223001,0.347,-0.131247911223001
"432","E01012011",0.5190569787525,0.388,-0.1310569787525
"433","E01004242",0.463038482179915,0.332,-0.131038482179915
"434","E01033686",0.362971633703019,0.232,-0.130971633703019
"435","E01005063",0.556960521267847,0.426,-0.130960521267847
"436","E01013479",0.405937644936471,0.275,-0.130937644936471
"437","E01006696",0.478795741731155,0.348,-0.130795741731155
"438","E01033587",0.35976790138866,0.229,-0.13076790138866
"439","E01033104",0.287728428255915,0.157,-0.130728428255915
"440","E01008604",0.471689157354213,0.341,-0.130689157354213
"441","E01032906",0.342673387135611,0.212,-0.130673387135611
"442","E01008333",0.422405266985241,0.292,-0.130405266985241
"443","E01004067",0.357362497325593,0.227,-0.130362497325593
"444","E01000938",0.353277949364442,0.223,-0.130277949364442
"445","E01013961",0.343269184396591,0.213,-0.130269184396591
"446","E01003619",0.380208528038016,0.25,-0.130208528038016
"447","E01001193",0.400032281965268,0.27,-0.130032281965268
"448","E01008210",0.379896037281981,0.25,-0.129896037281981
"449","E01013813",0.317841097545553,0.188,-0.129841097545553
"450","E01033755",0.153823587555824,0.024,-0.129823587555824
"451","E01005145",0.382802615313892,0.253,-0.129802615313892
"452","E01020644",0.325711100898537,0.196,-0.129711100898537
"453","E01006736",0.482610582168697,0.353,-0.129610582168697
"454","E01006675",0.467594846470199,0.338,-0.129594846470199
"455","E01013816",0.245587122534822,0.116,-0.129587122534822
"456","E01008012",0.528505987102833,0.399,-0.129505987102833
"457","E01003482",0.294389435140017,0.165,-0.129389435140017
"458","E01010608",0.443387369993326,0.314,-0.129387369993326
"459","E01000528",0.499548106617422,0.371,-0.128548106617422
"460","E01008214",0.583517147666335,0.455,-0.128517147666335
"461","E01013958",0.549452129686923,0.421,-0.128452129686923
"462","E01033267",0.160443378710539,0.032,-0.128443378710539
"463","E01015701",0.367271399315776,0.239,-0.128271399315776
"464","E01001776",0.420242718980127,0.292,-0.128242718980127
"465","E01020897",0.356139043696239,0.228,-0.128139043696239
"466","E01001773",0.406003863619229,0.278,-0.128003863619229
"467","E01004321",0.432881708662167,0.305,-0.127881708662167
"468","E01001722",0.389758862074856,0.262,-0.127758862074856
"469","E01004723",0.426734420988793,0.299,-0.127734420988793
"470","E01009275",0.444678137960395,0.317,-0.127678137960395
"471","E01010093",0.395643153958713,0.268,-0.127643153958713
"472","E01003579",0.337579793618016,0.21,-0.127579793618016
"473","E01007024",0.45353477794654,0.326,-0.12753477794654
"474","E01033263",0.282436754311893,0.155,-0.127436754311893
"475","E01006542",0.439289972521497,0.312,-0.127289972521497
"476","E01008543",0.406283968084293,0.279,-0.127283968084293
"477","E01015954",0.405885392569945,0.279,-0.126885392569945
"478","E01009062",0.47387846290044,0.347,-0.12687846290044
"479","E01006470",0.54386940087681,0.417,-0.12686940087681
"480","E01003534",0.326745320879003,0.2,-0.126745320879003
"481","E01012572",0.515627744818147,0.389,-0.126627744818147
